CH1	CH2	
mV	mV	
0.000614220904185544	0.0002014848735574681
0.0007560112859418109	0.0002160833699321012
0.0008729092381657327	0.0002509463168917599
0.0009592426007242703	0.0003032096187996772
0.001019793758579309	0.0003607609897057492
0.001064670367412925	0.0004118396476020014
0.001104932192867255	0.0004502817494573996
0.001151372665382099	0.0004756069254922997
0.001214317814671415	0.0004901930990056512
0.001300578980955036	0.0004968707621254582
0.001408387730687422	0.0004986404435425489
0.001526414255533391	0.0004986687345346126
0.001639558426093807	0.0004992421933554603
0.001736619401828966	0.000501262851317003
0.001814236834205843	0.0005050253958074013
0.001876056322752603	0.0005108261648005663
0.001929380199137644	0.0005185561206578375
0.00198204127623645	0.0005272542577779779
0.002040273142622189	0.0005354876867414782
0.002106619898969207	0.0005419077137576294
0.002178122433002607	0.0005456003847686404
0.002246901030178796	0.0005466459710544388
0.002304138287571124	0.000546653710446891
0.002344988845163278	0.0005481307907223351
0.002370419766100408	0.0005525827389256649
0.002385105170234987	0.0005592775867841009
0.002394137168156197	0.0005661987091160771
0.00240120194224563	0.0005719955444293484
0.002408451678853578	0.0005767368442719922
0.002416563687232767	0.000581267767797618
0.002424312997941916	0.0005863874248829862
0.002429104071297232	0.0005923641060722593
0.002429925713426839	0.0005988859358366043
0.002430901384701941	0.0006054616532229138
0.002441189732372033	0.0006117810093993305
0.002469965452054371	0.000617675150559549
0.002520391682844167	0.0006229232996881321
0.002587648691448622	0.0006272672951818247
0.002662412675177606	0.0006306195260559125
0.002736887337316575	0.0006331795414755822
0.002808899835577431	0.0006353448054748947
0.002882035593332194	0.0006375934531525379
0.002963408364621332	0.0006404153696773293
0.003060767420794355	0.0006441082982588044
0.003179031724965827	0.0006484193835569711
0.003316852723587722	0.0006525006221483285
0.003465360063353134	0.0006554452966209633
0.003610832926036167	0.0006569129792801303
0.003740166025570492	0.000657274624418881
0.003845732438157281	0.0006572746244939978
0.003927170266374192	0.000657480885577451
0.00398985541325442	0.0006578556980985288
0.004041710792451908	0.0006580014496683951
0.004090508112713102	0.0006580376023579514
0.004142245943267421	0.0006588503988279641
0.004199700674523517	0.0006609107908074024
0.004261029216492929	0.0006629622078124785
0.004320037135667316	0.0006633435992992651
0.004369203009220732	0.0006644632723116399
0.004403823297763513	0.0006756008564705964
0.004424229460575998	0.0007080195210431016
0.00443457217890086	0.000765382687150696
0.00443969041104701	0.0008407873055020648
0.004442986450657858	0.0009218241090734939
0.004446416598029705	0.0009960357598541064
0.004451155934629259	0.001054325291263891
0.004457426802019617	0.001093084892269028
0.004463999653828784	0.001114332506080286
0.004468814193013914	0.001123351352783395
0.004470756492569368	0.001125751977011027
0.004470854425285501	0.001125849808196536
0.004471491590163398	0.001126337807363315
0.004474282497238523	0.001128610433026397
0.004478766028087703	0.001133138401780969
0.00448325823013907	0.001139574886214192
0.004486601329818775	0.001146736219582781
0.004488839713754925	0.00115289594013414
0.004490747956642407	0.001156727856000306
0.004493486033559561	0.001158211768028596
0.004498913940088474	0.00115840592178692
0.004509528940722643	0.001158450751443308
0.004527020026748057	0.001158810951802618
0.00455035249996572	0.00115919132960024
0.004575592564721725	0.00115924599481505
0.004598148636928904	0.001159464780899794
0.004615484596627976	0.001161208896362098
0.004628029920774986	0.001165692807708473
0.004638143539129725	0.001172830878780249
0.004648987304971255	0.001181138785413891
0.00466460085499335	0.001188797429524999
0.004690179644856975	0.00119473092663045
0.004730471079623072	0.001198890405561403
0.004786150392839095	0.001201949526047106
0.004851608590923781	0.001204863627543644
0.004917419787722927	0.001208636836931497
0.004975700281073056	0.001214087867422238
0.005023688470365261	0.001221205335302063
0.00506362177374217	0.001228588471189832
0.005100585026351284	0.001233921953730006
0.005140546612944223	0.00123575827998367
0.005188864400962329	0.001235768481729062
0.005248239957279714	0.001239120947199946
0.005316600702775966	0.001251155003805947
0.005387125482253264	0.001272905128831009
0.005451302729069119	0.001300306109765074
0.005503125696323804	0.001327539100404132
0.005541419114530963	0.001350368361426292
0.005569007814390329	0.001367070839430511
0.005590290426618126	0.001377962509157394
0.005609488164896759	0.001384419747622666
0.005630135364990142	0.001387850728905426
0.005654776509697839	0.00138932364272779
0.005683915287216926	0.001389725257649566
0.00571493333809749	0.00138975752961927
0.005742904437859586	0.001389763851693002
0.005763507020139562	0.001389778093597272
0.00577558251733547	0.001389778510904864
0.00578112966620583	0.001389831208720433
0.005783201351756835	0.001389965940550822
0.005783988676796897	0.001390075477097344
0.005784484767649843	0.001390082335195205
0.005785053047488996	0.001390230805456684
0.005785724946270508	0.001391333947316469
0.005786192658688359	0.00139459884718535
0.005786231708675669	0.001400812193288002
0.005786684306297046	0.001409841591263337
0.005790069789895503	0.001421125056714424
0.00579990439196745	0.001434375356382732
0.005819062943081121	0.001449809506480998
0.00584845534064401	0.00146778508584243
0.005886989070555969	0.001488033909039875
0.00593275375507246	0.001509253881870236
0.005984550296959875	0.001529652509342807
0.006042826431709562	0.001547772178691925
0.006109547367773635	0.001562716443004952
0.006187129149176253	0.001573998969967337
0.006276883821492699	0.001581526499753974
0.006377483357962663	0.001585730732353643
0.006484134118697251	0.001587582441163822
0.006589264330810721	0.001588228105601744
0.006684923080087665	0.001588464992643043
0.006765827250451945	0.001588626242046747
0.006831192183616329	0.001588783938604525
0.006884290662577944	0.001588853704489189
0.006930501879853031	0.001588874256434404
0.00697542245522816	0.00158958949992276
0.00702364296633468	0.001592681574166073
0.007077683459409874	0.001600185545697829
0.007136897064097641	0.001613161278814379
0.007197199918677023	0.001630139848810691
0.007252489982384528	0.001646926256444061
0.007297348279338622	0.00165906244611625
0.007329465899090319	0.001665051440127683
0.00735020012156435	0.001666807675173954
0.007363072178574253	0.001667038483793581
0.007371688827606491	0.001667053468147267
0.00737858444742909	0.001667104367446563
0.007385056278470609	0.001667483045977007
0.007391253463970927	0.001668745537656217
0.007396384950292396	0.001671507440147649
0.007399439180107084	0.001676298946602446
0.007400292064263461	0.001683387380587546
0.007400303440880837	0.00169260029519527
0.007401663733561102	0.001703368257264674
0.007405916952033643	0.001715019877383508
0.007412924882132545	0.001727072545739448
0.0074211835984933	0.00173918679673411
0.007429106237889544	0.001750795658238168
0.007436028583582712	0.001760959798372552
0.007442325686030714	0.00176887034646248
0.007449068637731666	0.001774452034676065
0.007457767772016758	0.001778290318404817
0.007470116154800525	0.001781122552249092
0.007487352285633605	0.001783522503137282
0.007509439643064063	0.001785865305924267
0.007534835632835229	0.001788345542239066
0.007561207605491271	0.001790924911410946
0.007586621275312152	0.001793334794912855
0.007610378189477227	0.001795307634837762
0.007633042297298454	0.00179683195501907
0.007655957588959521	0.001798109196986954
0.007680715427683961	0.00179929758420663
0.007708592059455549	0.001800272186018408
0.007739870258036756	0.001800708511811318
0.00777330575950737	0.001800711720898058
0.007806250486946294	0.001801229410224972
0.007835683074171033	0.001803374430274192
0.007859652175326182	0.001807310391359142
0.0078780823370805	0.001812073635798521
0.007892402031425634	0.001816452418057877
0.007904584206303784	0.001819833098555641
0.007916458622043059	0.00182235130202675
0.007929427118530546	0.001824574672829093
0.007944159864506075	0.001827165625236895
0.007960125331373601	0.00183051896084321
0.007975506836929384	0.001834141459771222
0.007988046919259206	0.00183662625812378
0.007996379194377524	0.001837206423594619
0.008000753689866783	0.001837367222642598
0.008002571829146538	0.001839884322742253
0.008003285191060493	0.001845694250155544
0.008003768548882446	0.001852351329389501
0.008004574582022533	0.00185630362635183
0.008006334060339418	0.001856819929247763
0.008009446742984034	0.001857810874785623
0.00801333279857481	0.001865908113142627
0.008016501757207958	0.001886545279073138
0.008017884807081646	0.00192127122154373
0.008017979170492594	0.00196741483578408
0.008018315400333077	0.002019068555795648
0.00801984970369899	0.002069215095167779
0.008022134730511723	0.002112712205240676
0.008024048686556307	0.002147835070865735
0.008025021620555258	0.002175312744869726
0.008025321983851306	0.002196600325659292
0.008025409541499049	0.002212885923148131
0.008025547499968451	0.002224874054315177
0.008026170725758565	0.002233014846116492
0.008028227059631039	0.002237895125856816
0.008032626735529574	0.002240382108622792
0.008039187926718847	0.002241388295887733
0.008046361032649732	0.00224163079405084
0.00805223478592197	0.002241631113964387
0.008055870011928564	0.002241841857608292
0.008057649604944539	0.002242811862427851
0.008058530149460378	0.002245329768952168
0.008059334565686062	0.002250228198415409
0.008060934829149923	0.002257672905297289
0.00806473184120095	0.002266729286085592
0.008072218744220346	0.002276004199211942
0.008083654261134983	0.00228464546842642
0.008097260438991536	0.002292731135700384
0.008110004666386261	0.002301072954334341
0.008119474524947209	0.002310755765091936
0.008125174780091966	0.002322447220822782
0.008128192703034946	0.002335557760758926
0.008129980539544503	0.002347950670921921
0.008131661396539787	0.002356943545863128
0.008134168542021883	0.002361166793746235
0.008138264203360173	0.002361788593327361
0.008143762575055094	0.002361736268393761
0.008149856391102507	0.002363450710015752
0.008155324720853747	0.002366956159577673
0.008159059852736036	0.002370380901417631
0.008160788971587733	0.002372149162668685
0.008161176180298067	0.002372325645225253
0.00816096093545839	0.002372026979047525
0.008159942811074627	0.00237200945771986
0.008156985927486522	0.002372222919531202
0.008151174024081762	0.002372364491688814
0.008142961926575315	0.002372126980190182
0.008134005791850253	0.002370923378581559
0.008125860584135924	0.002367881258784559
0.008119054351981767	0.002362333913623956
0.008113290777118944	0.002354580366948451
0.00810806977420328	0.002346216239325413
0.00810277371916787	0.00233925870977314
0.008096315972408841	0.002334931073121521
0.008087140562364299	0.002333379007944798
0.00807386559050048	0.002334008832979345
0.008056148229186266	0.002335789693669308
0.008035144202193043	0.00233765981975523
0.008013161793160238	0.002338995572948011
0.007992719814149788	0.002339673076609693
0.007975642468921282	0.002339748922985522
0.007962527992230838	0.002339251824370383
0.007952517964966845	0.00233827252015122
0.007943362041697356	0.002337074401484582
0.007932199450355729	0.002336037415818182
0.007917183152991765	0.002335624058072148
0.007898837651874532	0.00233643823246332
0.007879850187509658	0.002339203373735782
0.007863401190657988	0.00234451620730963
0.00785145563656932	0.00235240962415512
0.007844295809002673	0.002361939056075275
0.007841131190453926	0.002371202633719773
0.007840683437038264	0.002378159925418094
0.007841353759742153	0.002381759357170974
0.007841545296815999	0.002382409676735976
0.007840423988722164	0.002381486509474923
0.007838477690034646	0.002380372934547029
0.007837041233493439	0.002379841055700161
0.007836786717503945	0.002379986074928812
0.007836489827975515	0.002380398393256511
0.007833515831818089	0.002380442208226131
0.007825611190265622	0.002379673457641188
0.007812189041744551	0.002378344757461165
0.007794179398178232	0.002377593962676959
0.007773078413395294	0.00237871076873477
0.007750090428054985	0.002381710629743103
0.007725616235917646	0.002384790985031103
0.007698934943521515	0.002385948379615805
0.007667988364703591	0.002385274645428669
0.007629658457147227	0.002385184077184784
0.007581148187081773	0.002388524055961421
0.007522139178939163	0.002396586074317678
0.007456044501509144	0.002408386521908164
0.007388932925376186	0.002421431971335754
0.007326875598724678	0.002433252795673309
0.007273787530473571	0.002442496918260553
0.007230742718510508	0.002449061887759398
0.007196358948808925	0.002453657466742165
0.007167527916370928	0.002457235824859985
0.007140213022960079	0.002460537567137287
0.007110617783616667	0.002464010177135168
0.007076854524491755	0.002468108255940403
0.007040264615883477	0.002473501858289446
0.007004971960169903	0.002480509615790658
0.006975524750569081	0.002487759694528114
0.006954474198177054	0.002491551541284802
0.006941648996588475	0.002487457983169116
0.006935114036220363	0.00247313363003195
0.006932498686503714	0.002449620281970636
0.006931590483695947	0.00242062612449699
0.006930437157217007	0.002391193191038694
0.006927782180646167	0.002366312384871397
0.006923750773843131	0.002349319604410472
0.006919776205950701	0.002340633920772204
0.006917349263956351	0.00233797138139834
0.006916691933160749	0.002338024114557374
0.006916757948574519	0.002338337105415785
0.006916424550531126	0.002338108498129679
0.006915495984946692	0.002337599045434057
0.0069145563360165	0.002337161326769439
0.006914016310898594	0.00233690726419572
0.006913630102315306	0.002336910953089872
0.006912970368176637	0.002337404146003798
0.006911886366991922	0.002338579467011574
0.00691010832876103	0.002340210579272117
0.006906578056121812	0.002341745993271506
0.006899668017307273	0.002342771146756211
0.006888432116391209	0.002343277739751883
0.006873779870822068	0.002343597572473392
0.006858286088624777	0.002344020116677474
0.006844623764679423	0.002344365392386671
0.00683403296239412	0.002344002259375454
0.006826068504858478	0.002342421679364681
0.00681934358969195	0.002339914971256264
0.006811979659261148	0.002337765143365413
0.00680132180412777	0.002337727237659906
0.006783850213338017	0.002341167941966795
0.006756328626477694	0.002348530231913351
0.006718045029735323	0.002359428215066137
0.006672268510216731	0.00237300631586046
0.006624996768875094	0.002388081964399024
0.006581768427817333	0.002403299951157478
0.006545221077122933	0.002417578237967431
0.006514643484448874	0.002430515195920015
0.006486657794992891	0.002442409248639028
0.006456156393029062	0.002453589392031988
0.006417945903885738	0.002463216453966649
0.006369490589678562	0.002468890928023924
0.006313074818572365	0.00246814499289281
0.006254996154049394	0.00246060052240731
0.006202057718516424	0.002448460443376978
0.006158350138814479	0.002434935870846267
0.00612461329702324	0.002422615815115759
0.006099541043806307	0.002413289710194988
0.006080840512268196	0.002408528424259157
0.006065167147318663	0.002409708065152192
0.006048243018057353	0.00241722231268102
0.006026472098331381	0.002429938115260781
0.005999229236685026	0.002445858636190887
0.00596971869130773	0.002463306879538096
0.005943169465785391	0.002481412202735754
0.005923576498263917	0.002499773881024876
0.005911854193039285	0.002517836008913515
0.00590664110745752	0.002534520031595088
0.00590604291246809	0.002548542788743344
0.005908224816206998	0.002559186802313749
0.00591112147814249	0.002566709102671207
0.005912871004037753	0.002571971844523686
0.005912973973846565	0.002575715689176104
0.005912529861429384	0.002578244717930924
0.005912751047923037	0.00257967754831039
0.005912979288098557	0.002580079717013404
0.005910213617930272	0.002579196327306782
0.00590068471828703	0.002576299325744696
0.005881818903858605	0.002570581214187333
0.005852922655934226	0.002561846633928801
0.005814687316565897	0.00255077158748919
0.005768329395697379	0.002538596584546783
0.005714633276080789	0.002526656639828832
0.005652997780640645	0.002516014807640172
0.005581019932418601	0.002507331591237837
0.005495149905076139	0.002500896894459523
0.005392489246785324	0.002496660646195934
0.005273149481625756	0.002494248319009526
0.005141832183278201	0.002493091945800045
0.005007336694311091	0.002492806161328009
0.004879876099980793	0.002493641231178451
0.00476747393446342	0.002496528195248259
0.004673332823269465	0.002502519536350995
0.004595257153547356	0.002512058809197151
0.004526719361603429	0.002524498669418286
0.004458841788986942	0.002537912207629997
0.004383263853100165	0.002549403069627373
0.004295468486159372	0.002556082525139233
0.004196968065887863	0.002556372027886351
0.004094855349782185	0.002551110060219926
0.003998934786818419	0.002543575821003201
0.00391817117470305	0.002537606774551878
0.003857935530672681	0.00253510125987445
0.003818756362908167	0.002535605192007133
0.003796660672925478	0.002538321622232291
0.003784679878480053	0.002543569631770055
0.00377538384743433	0.002551402303166059
0.003764259768314079	0.00255960794329719
0.003752078570599728	0.002564790743484224
0.003743271904377306	0.002565372834607452
0.003740815438794089	0.002562466853773631
0.003742903856510433	0.002558007962264997
0.003744640043884403	0.002552795719911168
0.003742037514904606	0.00254647019175319
0.003734237442780953	0.002538866523589293
0.003722823325512571	0.002530714669076136
0.003709813287078856	0.002523056482933345
0.003696366364280238	0.00251645354870756
0.003683055247621668	0.002510790363862737
0.003670339923560116	0.002505785932680461
0.003657581383934581	0.002501842015569529
0.003641687479516984	0.002500286727915102
0.003617832721147609	0.002502391171337726
0.003582465494968891	0.002508080196477292
0.003535954198445197	0.002515760278118318
0.00348232977548009	0.002523264906453002
0.003426540686456343	0.00252904958372626
0.00337179021131971	0.002532810893288196
0.003318789156078696	0.002535124201861687
0.00326646109583465	0.002536698916878826
0.003212435072949638	0.002538077876278369
0.003153115354468354	0.002539827156729644
0.003084668981572369	0.002542869611543576
0.003005385962118621	0.002548483746063074
0.002917881906553148	0.00255747964964663
0.002829042828238971	0.002569003736986912
0.002747193769521295	0.002580346522309638
0.002678231760125388	0.002588466597088889
0.002623525760627933	0.002591974364494793
0.002580583914322341	0.002591707508222814
0.002544641256065874	0.002589753666016362
0.002509719163489216	0.002588072213917103
0.002470068209632619	0.002587568170031496
0.002422709591906087	0.002587793087128027
0.002369738609705773	0.002587532495117581
0.002318034971335115	0.002586301309814662
0.002275509748819933	0.002585047035499344
0.002246600268439753	0.002584729781163842
0.00223097506792344	0.002584618100998283
0.002225660855068061	0.002582827338570059
0.002227130495206597	0.002578683505483758
0.00223131725064558	0.002573977103131285
0.002233231536352566	0.002571398309601303
0.002228686380830557	0.002571673406412664
0.002217486439283818	0.002572248087194151
0.002204577781277398	0.002568662933873917
0.002196589096095836	0.002557006978653859
0.002195722313705534	0.002535342222926515
0.002197648686340678	0.002504161451317263
0.002196641054887905	0.002466678153462973
0.002191467933813732	0.002428031033623359
0.002185133949578123	0.00239282161689473
0.002180539589332964	0.002363121746481083
0.002178036441369229	0.002338799903528785
0.002176932476577578	0.002319082517472999
0.002177737857619722	0.002303549121799441
0.002181003377028493	0.002292074341306119
0.002183921294968709	0.00228431968910956
0.002180191628491643	0.002279590752575899
0.002165090432868389	0.002277173946004926
0.002140603818012959	0.002276543094705251
0.002114657331904098	0.002277179605828078
0.002094805835565741	0.002278449121696128
0.002083033254909839	0.002279722561178687
0.00207678922235199	0.002280386348806536
0.002073402620128657	0.002279677177708986
0.002071483508532005	0.002276830113109718
0.00206788777190956	0.002271823745308114
0.002055512394660817	0.002265981373105176
0.002026881084962803	0.002261582658031712
0.001980789955227916	0.002260973157199174
0.001924991236035209	0.002265794185590879
0.001872146811833397	0.002276068225310113
0.001832167704437009	0.002289182091379566
0.001807291947976972	0.002300012594755173
0.001793671179830793	0.002303516429804514
0.001785990979780672	0.002298714140161779
0.001779526484868277	0.002290522464256697
0.001769322929937626	0.002287099552510148
0.001750694939477011	0.002294227082224183
0.001722537973163549	0.002311187564706177
0.001689588337647902	0.002331963882803684
0.001660016024155272	0.002350199797341039
0.001640056465718935	0.00236271149687318
0.001630798022870901	0.002369591804393731
0.001629336840327016	0.002372628238646472
0.00163182735907698	0.002373688312118055
0.001635196898681704	0.00237389125992781
0.001636874483150036	0.002373844785981971
0.001634534249731296	0.002374225822507833
0.001627060852535823	0.002375887541177083
0.001615570117333937	0.00237945876956291
0.001602961704739376	0.002384920904728095
0.001592196017110175	0.002391603531368097
0.001585038367862086	0.002398388243914862
0.001582351043833382	0.002403938271088796
0.001584797044988906	0.002407312649203842
0.001591826783748456	0.002408458820738902
0.001599813878333653	0.002407953129984057
0.001603668872668851	0.002406567968840932
0.001602231263165995	0.002405076124698996
0.001600581785395505	0.002404069693480934
0.001604629413963148	0.002403811681008563
0.00161362052217842	0.002404276505815824
0.001619937151760251	0.002405295295004374
0.001616448478765543	0.00240661932115566
0.00160290604071895	0.002407898359484787
0.001585552931462112	0.002408722014284814
0.0001121576626948943	6.442914457903359e-05
0.0001556078024056417	7.274382144560859e-05
0.0001685704039143059	7.275430754581034e-05
0.0001685926333104979	7.671405340567937e-05
0.0001770568703178206	8.515785922856033e-05
0.0001969728151313413	9.25552254825324e-05
0.0002147760238166899	9.633566604064114e-05
0.0002220975147007361	9.766819361090824e-05
0.0002225499379062793	9.850829405681042e-05
0.0002236385840372719	0.0001013390052444923
0.0002264995998760903	0.0001137138297123006
0.0002274042811405203	0.0001458923830188447
0.0002283124419597239	0.000195366875998125
0.0002391273836072386	0.0002474032347911426
0.000264101069990403	0.0002880705579133394
0.0002930369203843029	0.0003106526465715397
0.0003130694225605177	0.000317056876721655
0.0003205497665509288	0.0003170578188469151
0.0003210833322322734	0.0003231078509812231
0.0003219565506766799	0.0003398627097477875
0.0003250429920761391	0.00035956927109608
0.0003272627180004655	0.000371774599975606
0.0003273146184631902	0.0003746645627801782
0.0003296767006182724	0.0003747205915623564
0.0003384410567428442	0.0003772300646774535
0.000348903089725038	0.0003807165147749592
0.0003531430788669049	0.0003817870233963145
0.0003532138681370185	0.0003821160031979741
0.0003620106392318195	0.0003876267731685553
0.0003871237663557121	0.0004008435367388122
0.0004188195801764565	0.0004176080456900377
0.0004405476719220246	0.0004323983415408469
0.0004463312680525619	0.0004430478141426913
0.0004466315908389549	0.000450198080990356
0.0004575797579684435	0.0004551599116128841
0.0004814914122663275	0.0004588518854160649
0.0005041463874133655	0.0004616062606350816
0.0005135875924207617	0.0004634030372143684
0.0005137676098229789	0.0004643431945120317
0.0005191570533009827	0.0004647682533826017
0.0005365797693795479	0.0004649741873949162
0.00055637007256264	0.0004650949190704422
0.0005661404982749895	0.0004651873804651397
0.0005667076907997763	0.0004652916235203616
0.000569902649515995	0.0004654035974997701
0.0005822750449347119	0.0004654487910630504
0.0005963864033687915	0.0004654570027881356
0.0006022939484132309	0.0004657283495139508
0.0006022943347075312	0.0004667749258388159
0.0006092647690776238	0.0004693123169446088
0.0006304769133069824	0.0004744607335745714
0.0006577364192038897	0.0004842602335239297
0.0006768399508908597	0.0005025150994713444
0.0006825263495906118	0.000534971091315094
0.0006825381691787749	0.0005866380834115456
0.0006877725341473552	0.0006564972175909532
0.0006993477888616748	0.0007355147926080393
0.0007091095480426331	0.0008114734027517869
0.000711855996115565	0.0008751943329582287
0.0007120355413800325	0.0009229365132270024
0.0007177099414751791	0.000955353034993313
0.0007302677952359276	0.0009752666643831116
0.0007427547447864038	0.0009859592803337584
0.0007485282602843049	0.0009905054696613209
0.0007488705690616492	0.0009916699213524203
0.00075043756629835	0.0009917032946049852
0.0007564468633851646	0.0009919223216460318
0.0007634647738951519	0.0009926285820653512
0.0007670653206264854	0.0009936059528416561
0.0007674026659014037	0.000994561147235506
0.0007679825804147931	0.0009952012588391385
0.000770652253881224	0.000995349836676176
0.0007737141867768644	0.0009954535428191673
0.0007749043983189664	0.0009970410183349238
0.0007749171761053042	0.001001995790408054
0.0007769534068939003	0.001010851128400539
0.0007823252016064022	0.001022031719501839
0.0007879508261085513	0.001032888459097412
0.0007902232112837959	0.00104136820414814
0.0007902240894260965	0.001046897849923853
0.0007924480022841559	0.001050097221971574
0.0007985284367609189	0.001051979120704225
0.0008049223978855557	0.001053410195716251
0.0008076436981667984	0.001055010711502486
0.0008076614964868653	0.001057193139369209
0.0008098023008329359	0.001060067180894743
0.0008161941649905833	0.001063407993504058
0.0008231716692344581	0.001066865641375248
0.0008261423880423596	0.001070130765714007
0.0008261447427772576	0.001072818985504093
0.0008294994588050352	0.00107443751968682
0.0008401026097606956	0.00107485558720209
0.0008538938621133586	0.001074899428517584
0.0008630983096331564	0.001076350316248586
0.0008650938797793188	0.001081432842061086
0.0008655247375469869	0.001092621208900853
0.0008717476036608832	0.001113084818752551
0.0008836396361803888	0.00114701024107893
0.0008936551866714184	0.001199013388647801
0.0008966900898470909	0.001272319850292548
0.0008967920943840164	0.001365960050887067
0.0009020064005750393	0.001472515983549218
0.0009137823231811874	0.001578794191707346
0.0009250574609266457	0.001670256269206025
0.0009295356427410667	0.001736723677634004
0.0009295630859500405	0.001775857666604633
0.0009327297346567644	0.001792715086103769
0.0009417521087353897	0.001796443712448305
0.0009514378028245303	0.001796445420557696
0.0009561677467003278	0.001798861781186368
0.00095655807232086	0.001804537594257002
0.0009574005569541939	0.00181054928659981
0.0009607649069646434	0.001814202990766089
0.0009637024505415854	0.001815373113715411
0.0009639656732820658	0.001815460372336167
0.0009659604648606698	0.001815522294810978
0.0009775701976423527	0.001815786072525424
0.001000105467192653	0.001816119475971948
0.001024590033717302	0.001816453568789904
0.001040284962292432	0.001816873353347891
0.001044826033716461	0.001817606066535934
0.001044827552478117	0.001818984027523628
0.001047585678204904	0.00182117945622276
0.001053626477471258	0.0018238384312541
0.001058367877833547	0.001826200731237708
0.001059425729194174	0.001827716525528165
0.001059649068841139	0.001828410510529767
0.001062432453070131	0.001828649206350777
0.001066574155291058	0.001828734585827305
0.001068606353804669	0.001828787340502215
0.001068618762996807	0.001828822052468537
0.001070442953904605	0.001828822514305312
0.001075969473066758	0.001828942194904318
0.001082038223659437	0.001829758320148059
0.001084548936608691	0.00183215624236843
0.001084550392130254	0.001836635788520112
0.001088021601160799	0.001842679480739445
0.001098399573226982	0.001849041258040596
0.001111203733279296	0.00185464681491399
0.001118790368724126	0.001859119164201619
0.00111973557363425	0.00186256148308048
0.001121241563318241	0.001865113179693686
0.001131090546449347	0.001866816192579798
0.001148264081869617	0.001867743647274153
0.001164003698865453	0.001868089650559025
0.001171601578257443	0.001868133806349659
0.001172622290894297	0.001868151492039008
0.001172971247951331	0.001868307741275913
0.001175006802580329	0.001868589512174196
0.001176404681921638	0.00186883181029066
0.001176406406518084	0.001868886002337097
0.001179620095719935	0.001868960789586341
0.001191472571531869	0.001869975069768732
0.001210975177705096	0.001873504551806817
0.001230275592038068	0.001880930594055463
0.001241686353146137	0.001892268110426868
0.001244433133070023	0.001905897096304222
0.0012444997253722	0.001919452645131043
0.001247596432572147	0.0019310370871185
0.001253302521911375	0.001939992278331324
0.001257471833375097	0.001946836209972391
0.001258423406852424	0.001952586549954114
0.001258529064138962	0.001958058683567603
0.001260269292087242	0.001963330256533809
0.001262861956629838	0.00196754795335111
0.001264056555940748	0.001969664219172696
0.001264056765269366	0.001969900774970037
0.001265612575627219	0.001970396564395883
